sampleID	family_number	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy	marker_lineage	number_genomes	number_markers	number_marker_sets	completeness	contamination	strain_heterogeneity	genome_size_bp	number_ambiguous_bases	number_scaffolds	number_contigs	n50_scaffolds	n50_contigs	mean_scaffold_length_bp	mean_contig_length_bp	longest_scaffold_bp	longest_contig_bp	gc	gc_std_scaffolds_1kbp	coding_density	translation_table	number_predicted_genes	x0	x1	x2	x3	x4	x5	genome	parent	class	order	family	genus	species
USMM097	3839	contig00004	contig00004 len=471495 cov=29.6 corr=0 origname=NODE_4_length_471495_cov_29.567607_pilon sw=shovill-spades/1.1.0 date=20221108	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4170455	0	41	41	471495	471495	101718	101718	763711	763711	35.3	3.69	89.33	11	3885	0	149	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
SRR18172542.4	3857	k141_430675	k141_430675	NI-siderophore	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	304	93.04	1.25	8.33	4311944	0	693	693	8127	8127	6222	6222	49133	49133	55.3	2.72	89.41	11	4514	43	820	12	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545
SRR18172542.4	3860	k141_815632	k141_815632	NI-siderophore	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	304	93.04	1.25	8.33	4311944	0	693	693	8127	8127	6222	6222	49133	49133	55.3	2.72	89.41	11	4514	43	820	12	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545
USHLN009	3867	contig00001	contig00001 len=856124 cov=41.5 corr=0 origname=NODE_1_length_856124_cov_41.467043_pilon sw=shovill-spades/1.1.0 date=20221107	lanthipeptide-class-i.T1PKS.hglE-KS	Others	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.49	0	4706418	0	48	48	418526	418526	98050	98050	856124	856124	35.7	3.24	87.68	11	4209	0	322	2	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium contaminans
USHLN010	3880	contig00003	contig00003 len=340854 cov=41.0 corr=0 origname=NODE_3_length_340854_cov_41.002351_pilon sw=shovill-spades/1.1.0 date=20221107	hserlactone	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	874	305	99.67	0.55	0	4926074	0	41	41	2577902	2577902	120148	120148	2577902	2577902	52.9	1.58	87.15	11	4428	1	868	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Rouxiella	Rouxiella badensis
USHLN010	3882	contig00004	contig00004 len=305482 cov=40.0 corr=0 origname=NODE_4_length_305482_cov_39.970488_pilon sw=shovill-spades/1.1.0 date=20221107	NRP-metallophore.NRPS	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	874	305	99.67	0.55	0	4926074	0	41	41	2577902	2577902	120148	120148	2577902	2577902	52.9	1.58	87.15	11	4428	1	868	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Rouxiella	Rouxiella badensis
USHLN010	3884	contig00006	contig00006 len=260631 cov=39.2 corr=0 origname=NODE_6_length_260631_cov_39.192185_pilon sw=shovill-spades/1.1.0 date=20221107	arylpolyene	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	874	305	99.67	0.55	0	4926074	0	41	41	2577902	2577902	120148	120148	2577902	2577902	52.9	1.58	87.15	11	4428	1	868	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Rouxiella	Rouxiella badensis
USHLN014	3886	contig00003	contig00003 len=513737 cov=40.0 corr=0 origname=NODE_3_length_513737_cov_40.029391_pilon sw=shovill-spades/1.1.0 date=20220828	arylpolyene	Others	NA	NA	f__Xanthomonadaceae (UID4214)	55	659	290	99.66	1.11	0	4606712	0	30	30	353353	353353	153557	153557	866753	866753	69.1	3.79	88.2	11	4034	2	651	6	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas_A	Pseudoxanthomonas_A sp004284195
USHLN015	3887	contig00002	contig00002 len=612483 cov=18.3 corr=0 origname=NODE_2_length_612483_cov_18.339713_pilon sw=shovill-spades/1.1.0 date=20220828	NAGGN	Others	NA	NA	o__Pseudomonadales (UID4488)	185	813	308	99.68	0.87	0	6627869	0	61	61	409814	409814	108653	108653	639403	639403	66.9	3.07	89.03	11	5984	1	807	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F sp003234055
USHLN015	3889	contig00007	contig00007 len=409814 cov=21.0 corr=0 origname=NODE_7_length_409814_cov_20.995197_pilon sw=shovill-spades/1.1.0 date=20220828	arylpolyene	Others	NA	NA	o__Pseudomonadales (UID4488)	185	813	308	99.68	0.87	0	6627869	0	61	61	409814	409814	108653	108653	639403	639403	66.9	3.07	89.03	11	5984	1	807	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F sp003234055
USHLN015	3890	contig00008	contig00008 len=401118 cov=16.7 corr=0 origname=NODE_8_length_401118_cov_16.664617_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others	NA	NA	o__Pseudomonadales (UID4488)	185	813	308	99.68	0.87	0	6627869	0	61	61	409814	409814	108653	108653	639403	639403	66.9	3.07	89.03	11	5984	1	807	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F sp003234055
USHLN015	3899	contig00024	contig00024 len=29833 cov=20.4 corr=0 origname=NODE_24_length_29833_cov_20.370399_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others	NA	NA	o__Pseudomonadales (UID4488)	185	813	308	99.68	0.87	0	6627869	0	61	61	409814	409814	108653	108653	639403	639403	66.9	3.07	89.03	11	5984	1	807	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F sp003234055
USHLN018	3901	contig00001	contig00001 len=1201811 cov=32.6 corr=0 origname=NODE_1_length_1201811_cov_32.600071_pilon sw=shovill-spades/1.1.0 date=20220828	NI-siderophore	Others	NA	NA	o__Bacillales (UID828)	139	508	174	99.43	0.32	0	5024320	0	109	109	652230	652230	46094	46094	1201811	1201811	38.1	4.77	83.8	11	5140	1	505	2	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Priestia	Priestia megaterium
USMM082	3901	contig00002	contig00002 len=946123 cov=37.8 corr=0 origname=NODE_2_length_946123_cov_37.796605_pilon sw=shovill-spades/1.1.0 date=20221108	NI-siderophore	Others	NA	NA	o__Bacillales (UID828)	139	508	174	99.43	0.35	0	5306061	0	118	118	375064	375064	44966	44966	1132682	1132682	37.9	4.53	83.34	11	5481	1	505	1	1	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Priestia	Priestia megaterium_A
USMM083	3901	contig00002	contig00002 len=946123 cov=32.5 corr=0 origname=NODE_2_length_946123_cov_32.469311_pilon sw=shovill-spades/1.1.0 date=20221108	NI-siderophore	Others	NA	NA	o__Bacillales (UID828)	139	508	174	99.43	0.35	0	5304903	0	109	109	788516	788516	48668	48668	1132682	1132682	37.9	4.59	83.35	11	5481	1	505	1	1	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Priestia	Priestia megaterium_A
USHLN022	3923	contig00010	contig00010 len=211100 cov=15.7 corr=0 origname=NODE_10_length_211100_cov_15.709084_pilon sw=shovill-spades/1.1.0 date=20220828	lanthipeptide-class-ii.T1PKS.NRPS	Others	NA	NA	g__Bacillus (UID902)	44	1171	324	99.18	3.31	0	6950071	0	141	141	317092	317092	49291	49291	1621674	1621674	34.6	4.9	82.65	11	7091	4	1096	70	1	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A bombysepticus
USHLN023	3927	contig00004	contig00004 len=443619 cov=28.6 corr=0 origname=NODE_4_length_443619_cov_28.567967_pilon sw=shovill-spades/1.1.0 date=20220828	NI-siderophore	Others	NA	NA	o__Bacillales (UID828)	139	508	174	99.43	0.57	0	4732094	0	79	79	426414	426414	59899	59899	710196	710196	40	4	85.2	11	4842	1	506	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_AG	Bacillus_AG koreensis
USHLN028	3938	contig00001	contig00001 len=3093604 cov=38.8 corr=0 origname=NODE_1_length_3093604_cov_38.759064_pilon sw=shovill-spades/1.1.0 date=20220828	NI-siderophore	Others	NA	NA	c__Bacilli (UID259)	750	275	151	99.34	0.33	0	4568236	0	56	56	3093604	3093604	81575	81575	3093604	3093604	37.7	5.59	85.59	11	4466	1	273	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus	Lysinibacillus fusiformis
USHLN029	3938	contig00002	contig00002 len=643547 cov=23.5 corr=0 origname=NODE_2_length_643547_cov_23.549966_pilon sw=shovill-spades/1.1.0 date=20220828	NI-siderophore	Others	NA	NA	c__Bacilli (UID259)	750	275	151	99.34	0.33	0	4659994	0	114	114	198679	198679	40877	40877	717107	717107	37.6	4.17	85.62	11	4627	1	273	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus	Lysinibacillus fusiformis
USHLN028	3942	contig00001	contig00001 len=3093604 cov=38.8 corr=0 origname=NODE_1_length_3093604_cov_38.759064_pilon sw=shovill-spades/1.1.0 date=20220828	betalactone	Others	NA	NA	c__Bacilli (UID259)	750	275	151	99.34	0.33	0	4568236	0	56	56	3093604	3093604	81575	81575	3093604	3093604	37.7	5.59	85.59	11	4466	1	273	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus	Lysinibacillus fusiformis
USHLN029	3942	contig00008	contig00008 len=186569 cov=35.4 corr=0 origname=NODE_8_length_186569_cov_35.371875_pilon sw=shovill-spades/1.1.0 date=20220828	betalactone	Others	NA	NA	c__Bacilli (UID259)	750	275	151	99.34	0.33	0	4659994	0	114	114	198679	198679	40877	40877	717107	717107	37.6	4.17	85.62	11	4627	1	273	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus	Lysinibacillus fusiformis
USHLN030	3951	contig00005	contig00005 len=733355 cov=20.5 corr=0 origname=NODE_5_length_733355_cov_20.498564_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others	NA	NA	f__Paenibacillaceae (UID973)	32	468	170	99.85	0.78	0	6901918	0	124	124	965407	965407	55660	55660	1601605	1601605	46.7	3.11	85.99	11	6266	1	464	3	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus illinoisensis
USMM099	3951	contig00004	contig00004 len=828770 cov=30.9 corr=0 origname=NODE_4_length_828770_cov_30.877678_pilon sw=shovill-spades/1.1.0 date=20221108	NRP-metallophore.NRPS	Others	NA	NA	f__Paenibacillaceae (UID973)	32	468	170	99.85	0.02	0	7146083	0	151	151	1063137	1063137	47325	47325	2018189	2018189	46.6	2.81	86.14	11	6565	1	466	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus illinoisensis
USMM108	3951	contig00003	contig00003 len=828770 cov=35.0 corr=0 origname=NODE_3_length_828770_cov_35.018639_pilon sw=shovill-spades/1.1.0 date=20221108	NRP-metallophore.NRPS	Others	NA	NA	f__Paenibacillaceae (UID973)	32	468	170	99.85	0.02	0	7220706	0	142	142	828770	828770	50850	50850	2018189	2018189	46.6	3.06	86.06	11	6643	1	466	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus illinoisensis
AS083	3959	contig00003	contig00003 len=526595 cov=36.9 corr=0 origname=NODE_3_length_526595_cov_36.863850_pilon sw=shovill-spades/1.1.0 date=20220624	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.8	0	0	4975917	0	40	40	2506594	2506594	124397	124397	2506594	2506594	59.8	4.13	87.78	11	4593	7	539	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
AS093	3959	contig00003	contig00003 len=530606 cov=42.1 corr=0 origname=NODE_3_length_530606_cov_42.091239_pilon sw=shovill-spades/1.1.0 date=20220624	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.81	0	0	5084370	0	37	37	530606	530606	137415	137415	1375489	1375489	59.8	2.47	87.78	11	4720	6	540	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
AS170	3959	contig00004	contig00004 len=603023 cov=42.4 corr=0 origname=NODE_4_length_603023_cov_42.392374_pilon sw=shovill-spades/1.1.0 date=20220624	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.86	0.22	0	5301274	0	40	40	603023	603023	132531	132531	1097923	1097923	59.1	3.35	87.9	11	4933	5	540	1	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia bockelmannii
AS214	3959	contig00002	contig00002 len=551996 cov=33.8 corr=0 origname=NODE_2_length_551996_cov_33.790098_pilon sw=shovill-spades/1.1.0 date=20220828	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.81	0	0	5029827	0	41	41	2777308	2777308	122678	122678	2777308	2777308	59.8	3.76	87.73	11	4664	6	540	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
AS222	3959	contig00003	contig00003 len=558297 cov=37.0 corr=0 origname=NODE_3_length_558297_cov_37.032808_pilon sw=shovill-spades/1.1.0 date=20220828	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.81	0	0	5207442	0	53	53	1225085	1225085	98253	98253	1712926	1712926	59.9	3.81	87.75	11	4800	6	540	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens_K
HN039	3959	contig00003	contig00003 len=574912 cov=33.5 corr=0 origname=NODE_3_length_574912_cov_33.488988_pilon sw=shovill-spades/1.1.0 date=20220624	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.81	0	0	4980970	0	29	29	3038306	3038306	171757	171757	3038306	3038306	59.8	4.71	87.72	11	4600	6	540	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
HN117	3959	contig00004	contig00004 len=360718 cov=42.6 corr=0 origname=NODE_4_length_360718_cov_42.589745_pilon sw=shovill-spades/1.1.0 date=20220625	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.8	0	0	5466773	0	81	81	249019	249019	67491	67491	895517	895517	59.6	3.07	87.61	11	5118	7	539	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
HN118	3959	contig00004	contig00004 len=360718 cov=41.9 corr=0 origname=NODE_4_length_360718_cov_41.937957_pilon sw=shovill-spades/1.1.0 date=20220625	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.81	0	0	5506515	0	82	82	249017	249017	67152	67152	895517	895517	59.4	3.98	87.5	11	5153	6	540	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
HN119	3959	contig00005	contig00005 len=360078 cov=41.5 corr=0 origname=NODE_5_length_360078_cov_41.465240_pilon sw=shovill-spades/1.1.0 date=20220625	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.8	0	0	5506321	0	76	76	360078	360078	72451	72451	895517	895517	59.4	4.03	87.51	11	5155	7	539	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
HN151	3959	contig00006	contig00006 len=424892 cov=27.1 corr=0 origname=NODE_6_length_424892_cov_27.103726_pilon sw=shovill-spades/1.1.0 date=20220828	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.94	0.06	0	6108733	0	240	240	424892	424892	25453	25453	769468	769468	53.6	4.08	87.02	11	5793	1	544	1	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia_A	Serratia_A fonticola
HN157	3959	contig00006	contig00006 len=369436 cov=31.6 corr=0 origname=NODE_6_length_369436_cov_31.594661_pilon sw=shovill-spades/1.1.0 date=20220828	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.94	0.06	0	6109119	0	247	247	369436	369436	24733	24733	769353	769353	53.6	4.08	87	11	5789	1	544	1	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia_A	Serratia_A fonticola
HN173	3959	contig00006	contig00006 len=350391 cov=23.6 corr=0 origname=NODE_6_length_350391_cov_23.625511_pilon sw=shovill-spades/1.1.0 date=20220828	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.94	0.06	0	6065785	0	260	260	350391	350391	23329	23329	769466	769466	53.7	4.26	86.99	11	5745	1	544	1	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia_A	Serratia_A fonticola
MMO-102	3959	contig00004	contig00004 len=640027 cov=37.0 corr=0 origname=NODE_4_length_640027_cov_36.975097_pilon sw=shovill-spades/1.1.0 date=20220812	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.81	0.56	0	5499790	0	79	79	697572	697572	69617	69617	1172327	1172327	59.7	3.98	87.97	11	5138	6	538	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
MMO-151	3959	contig00001	contig00001 len=378099 cov=35.5 corr=0 origname=NODE_1_length_378099_cov_35.496579_pilon sw=shovill-spades/1.1.0 date=20220813	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.98	0.32	20	5765730	0	190	190	151798	151798	30345	30345	378099	378099	53.4	4.12	86.83	11	5369	1	542	2	1	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Chania	Chania oryzae
MMO-24	3959	contig00001	contig00001 len=378099 cov=40.0 corr=0 origname=NODE_1_length_378099_cov_40.011820_pilon sw=shovill-spades/1.1.0 date=20220826	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.98	0.32	20	5767124	0	192	192	151944	151944	30037	30037	378099	378099	53.4	4.17	86.83	11	5376	1	542	2	1	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Chania	Chania oryzae
MMO-28	3959	contig00001	contig00001 len=378099 cov=33.5 corr=0 origname=NODE_1_length_378099_cov_33.486820_pilon sw=shovill-spades/1.1.0 date=20220826	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.98	0.32	20	5767420	0	192	192	151944	151944	30038	30038	378099	378099	53.4	4.09	86.82	11	5369	1	542	2	1	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Chania	Chania oryzae
USHLN04	3959	contig00005	contig00005 len=360045 cov=31.1 corr=0 origname=NODE_5_length_360045_cov_31.091142_pilon sw=shovill-spades/1.1.0 date=20220627	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.8	0	0	5466568	0	85	85	360045	360045	64312	64312	964640	964640	59.6	3.61	87.66	11	5132	7	539	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
USHLN08	3959	contig00004	contig00004 len=568010 cov=33.0 corr=0 origname=NODE_4_length_568010_cov_32.950984_pilon sw=shovill-spades/1.1.0 date=20220627	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.81	0.07	0	5257300	0	61	61	568010	568010	86185	86185	1161219	1161219	59.7	4.27	87.84	11	4874	6	539	1	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
USMM084	3959	contig00004	contig00004 len=485555 cov=48.7 corr=0 origname=NODE_4_length_485555_cov_48.700355_pilon sw=shovill-spades/1.1.0 date=20221108	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.8	0.45	0	5183938	0	72	72	485555	485555	71999	71999	976936	976936	59.9	3.12	87.73	11	4796	7	538	1	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
USMM085	3959	contig00004	contig00004 len=485555 cov=47.9 corr=0 origname=NODE_4_length_485555_cov_47.909759_pilon sw=shovill-spades/1.1.0 date=20221108	betalactone	Others	NA	NA	f__Enterobacteriaceae (UID5066)	55	546	224	99.8	0.45	0	5183936	0	74	74	485555	485555	70053	70053	978356	978356	59.9	3.29	87.74	11	4800	7	538	1	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
USHLN06	3966	contig00001	contig00001 len=976230 cov=33.3 corr=0 origname=NODE_1_length_976230_cov_33.259269_pilon sw=shovill-spades/1.1.0 date=20220627	butyrolactone	Others	NA	NA	f__Enterobacteriaceae (UID5121)	138	1159	336	100	0.39	0	5454526	0	97	97	384742	384742	56232	56232	976230	976230	57.4	2.41	88.07	11	5105	0	1156	3	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola
AS209	3967	contig00019	contig00019 len=102611 cov=30.6 corr=0 origname=NODE_19_length_102611_cov_30.646985_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others	NA	NA	f__Enterobacteriaceae (UID5121)	138	1162	336	99.99	1.05	0	5219086	0	127	127	203830	203830	41095	41095	492818	492818	55.7	5.77	87.42	11	4870	1	1152	9	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella ornithinolytica
AS230	3967	contig00003	contig00003 len=712980 cov=35.8 corr=0 origname=NODE_3_length_712980_cov_35.849850_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others	NA	NA	f__Enterobacteriaceae (UID5121)	138	1158	336	100	0.39	0	5216318	0	71	71	712980	712980	73469	73469	1193496	1193496	54.9	1.42	88.71	11	4883	0	1155	3	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes
