Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,HN020_contigs,USMM068_contigs
group_90,,hypothetical protein,1,1,1,1,140,,,,135,135,135,BKCABM_11250,
yajC,yajC,Preprotein translocase subunit YajC,1,1,1,1,139,,,,138,138,138,BKCABM_05960,
group_89,,Entericidin A/B family lipoprotein,1,1,1,1,138,,,,141,141,141,,GAHHJF_11130
mrcB,mrcB,penicillin-binding protein 1B,1,1,1,1,137,,,,2397,2397,2397,BKCABM_04500,
group_88,,DUF403 domain-containing protein,1,1,1,1,136,,,,603,603,603,,GAHHJF_04550
benC,benC,benzoate 12-dioxygenase electron transfer component BenC,1,1,1,1,135,,,,1017,1017,1017,,GAHHJF_02075
group_87,,Formate dehydrogenase H,1,1,1,1,134,,,,2412,2412,2412,BKCABM_04740,
group_86,,DUF403 domain-containing protein,1,1,1,1,133,,,,603,603,603,BKCABM_11050,
recX,recX,Regulatory protein RecX,1,1,1,1,132,,,,603,603,603,BKCABM_10640,
pyrB,pyrB,aspartate carbamoyltransferase catalytic subunit,1,1,1,1,131,,,,1017,1017,1017,BKCABM_04275,
group_85,,Threonine efflux protein,1,1,1,1,130,,,,603,603,603,BKCABM_05670,
group_84,,GDYXXLXY protein,1,1,1,1,129,,,,603,603,603,BKCABM_05620,
acoB,acoB,Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex dehydrogenase (E1) component beta subunit,1,1,1,1,128,,,,1020,1020,1020,,GAHHJF_01530
group_83,,Enoyl reductase (ER) domain-containing protein,1,1,1,1,127,,,,1020,1020,1020,,GAHHJF_01630
group_82,,LTD domain-containing protein,1,1,1,1,126,,,,2457,2457,2457,BKCABM_04165,
group_81,bamA,outer membrane protein assembly factor BamA,1,1,1,1,125,,,,2487,2487,2487,,GAHHJF_02360
bamA,bamA,outer membrane protein assembly factor BamA,1,1,1,1,124,,,,2490,2490,2490,BKCABM_10675,
group_80,,N-acetyltransferase domain-containing protein,1,1,1,1,123,,,,606,606,606,BKCABM_04935,
group_79,lysE,LysE family translocator,1,1,1,1,122,,,,606,606,606,BKCABM_04925,
group_78,,MobA-like NTP transferase domain-containing protein,1,1,1,1,121,,,,606,606,606,BKCABM_04760,
group_77,,hypothetical protein,1,1,1,1,120,,,,162,162,162,BKCABM_10620,
group_76,,J domain-containing protein,1,1,1,1,119,,,,1023,1023,1023,BKCABM_05845,
group_75,,Phosphoserine phosphatase,1,1,1,1,118,,,,609,609,609,,GAHHJF_11340
group_74,,Metal ion ABC transporter ATPase,1,1,1,1,117,,,,1026,1026,1026,BKCABM_11130,
group_73,,hypothetical protein,1,1,1,1,116,,,,165,165,165,BKCABM_05710,
group_72,,hypothetical protein,1,1,1,1,115,,,,165,165,165,BKCABM_05260,
group_71,,DUF1449 domain-containing protein,1,1,1,1,114,,,,609,609,609,,GAHHJF_02490
group_70,,HTH araC/xylS-type domain-containing protein,1,1,1,1,113,,,,1026,1026,1026,BKCABM_10880,
pepN,pepN,aminopeptidase N,1,1,1,1,112,,,,2607,2607,2607,,GAHHJF_01340
clpB,clpB,ATP-dependent chaperone ClpB,1,1,1,1,111,,,,2580,2580,2580,BKCABM_04295,
group_69,,sodium/glutamate symporter,1,1,1,1,110,,,,171,171,171,,GAHHJF_01580
hemP,hemP,Hemin uptake protein HemP,1,1,1,1,109,,,,168,168,168,BKCABM_04515,
group_68,,Nitric oxide reductase,1,1,1,1,108,,,,609,609,609,BKCABM_04910,
rlpA,rlpA,Endolytic peptidoglycan transglycosylase RlpA,1,1,1,1,107,,,,609,609,609,BKCABM_04815,
group_67,,hypothetical protein,1,1,1,1,106,,,,174,174,174,,GAHHJF_10935
group_66,,Metal-dependent hydrolase,1,1,1,1,105,,,,1026,1026,1026,BKCABM_05485,
lprI,lprI,Lysozyme inhibitor LprI N-terminal domain-containing protein,1,1,1,1,104,,,,1026,1026,1026,BKCABM_04250,
group_65,,Flavodoxin,1,1,1,1,103,,,,2619,2619,2619,,GAHHJF_11070
group_64,,hypothetical protein,1,1,1,1,102,,,,174,174,174,BKCABM_11325,
mutS,mutS,DNA mismatch repair protein MutS,1,1,1,1,101,,,,2634,2634,2634,BKCABM_11170,
group_63,,DUF904 domain-containing protein,1,1,1,1,100,,,,177,177,177,BKCABM_11320,
group_62,,Threonine efflux protein,1,1,1,1,99,,,,612,612,612,,GAHHJF_01850
group_61,,Superoxide dismutase,1,1,1,1,98,,,,612,612,612,,GAHHJF_01790
acnB,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,1,1,1,1,97,,,,2640,2640,2640,BKCABM_10795,
group_60,,Restriction endonuclease,1,1,1,1,96,,,,612,612,612,BKCABM_11360,
group_59,,DUF1328 domain-containing protein,1,1,1,1,95,,,,180,180,180,BKCABM_04650,
group_58,,Glutathione S-transferase,1,1,1,1,94,,,,612,612,612,BKCABM_04155,
pknK,pknK,Serine/threonine-protein kinase PknK,1,1,1,1,93,,,,2655,2655,2655,BKCABM_05070,
glnD,glnD,[protein-PII] uridylyltransferase,1,1,1,1,92,,,,2667,2667,2667,,GAHHJF_01835
group_57,,MBL fold metallo-hydrolase,1,1,1,1,91,,,,1035,1035,1035,,GAHHJF_11260
alaS,alaS,alanine--tRNA ligase,1,1,1,1,90,,,,2679,2679,2679,BKCABM_04365,
group_56,,hypothetical protein,1,1,1,1,89,,,,186,186,186,,GAHHJF_11235
rpmF,rpmF,50S ribosomal protein L32,1,1,1,1,88,,,,186,186,186,,GAHHJF_10780
group_55,,hypothetical protein,1,1,1,1,87,,,,186,186,186,,GAHHJF_02545
group_54,,HTH araC/xylS-type domain-containing protein,1,1,1,1,86,,,,1035,1035,1035,,GAHHJF_01975
group_53,,DUF2188 domain-containing protein,1,1,1,1,85,,,,186,186,186,BKCABM_11285,
group_52,,Agmatine deiminase,1,1,1,1,84,,,,1035,1035,1035,BKCABM_05815,
gap,gap,Glyceraldehyde-3-phosphate dehydrogenase,1,1,1,1,83,,,,1035,1035,1035,BKCABM_04360,
group_51,,Phosphatase PAP2 family protein,1,1,1,1,81,,,,615,615,615,BKCABM_05785,
stcE,stcE,Metalloprotease stcE,1,1,1,1,80,,,,2706,2706,2706,BKCABM_10585,
lysE,lysE,LysE family translocator,1,1,1,1,79,,,,615,615,615,BKCABM_05635,
group_50,,Chloramphenicol O-acetyltransferase,1,1,1,1,78,,,,615,615,615,BKCABM_05360,
group_49,,L-threonylcarbamoyladenylate synthase,1,1,1,1,77,,,,618,618,618,,GAHHJF_10795
group_48,,Lipoprotein,1,1,1,1,76,,,,192,192,192,,GAHHJF_11310
group_47,,Lipoprotein,1,1,1,1,75,,,,192,192,192,,GAHHJF_11020
thrH,thrH,bifunctional phosphoserine phosphatase/homoserine phosphotransferase ThrH,1,1,1,1,74,,,,618,618,618,,GAHHJF_10920
group_46,,DUF2986 domain-containing protein,1,1,1,1,73,,,,192,192,192,,GAHHJF_01465
group_45,,DUF1176 domain-containing protein,1,1,1,1,72,,,,1041,1041,1041,,GAHHJF_10995
group_44,,Bacterial surface antigen (D15) domain-containing protein,1,1,1,1,71,,,,2754,2754,2754,BKCABM_10825,
mreB,mreB,Cell shape-determining ATPase MreB actin-like superfamily,1,1,1,1,70,,,,1041,1041,1041,,GAHHJF_10960
group_43,,RNA polymerase factor sigma-70,1,1,1,1,69,,,,618,618,618,,GAHHJF_01675
group_42,,HTH cro/C1-type domain-containing protein,1,1,1,1,68,,,,195,195,195,BKCABM_11380,
group_41,,hypothetical protein,1,1,1,1,67,,,,618,618,618,BKCABM_11330,
arsB,arsB,ACR3 family arsenite efflux transporter,1,1,1,1,66,,,,1044,1044,1044,,GAHHJF_01565
group_40,recA,recombinase RecA,1,1,1,1,65,,,,1044,1044,1044,BKCABM_10635,
sucA,sucA,2-oxoglutarate dehydrogenase E1 component,1,1,1,1,64,,,,2823,2823,2823,BKCABM_05445,
group_39,thiS,sulfur carrier protein ThiS,1,1,1,1,63,,,,198,198,198,,GAHHJF_02695
group_38,,Zf-HC2 domain-containing protein,1,1,1,1,62,,,,198,198,198,,GAHHJF_01670
astA,astA,arginine N-succinyltransferase,1,1,1,1,61,,,,1047,1047,1047,,GAHHJF_11290
group_37,,Tip attachment protein J domain-containing protein,1,1,1,1,60,,,,2832,2832,2832,BKCABM_11215,
thiS,thiS,sulfur carrier protein ThiS,1,1,1,1,59,,,,198,198,198,BKCABM_04130,
group_36,,Anthranilate phosphoribosyltransferase,1,1,1,1,58,,,,1047,1047,1047,BKCABM_05060,
group_35,,hypothetical protein,1,1,1,1,57,,,,201,201,201,,GAHHJF_11355
group_34,,hypothetical protein,1,1,1,1,56,,,,201,201,201,,GAHHJF_01495
argC,argC,N-acetyl-gamma-glutamyl-phosphate reductase,1,1,1,1,55,,,,1050,1050,1050,,GAHHJF_02440
group_33,,Threonine efflux protein,1,1,1,1,54,,,,624,624,624,,GAHHJF_11315
valS,valS,valine--tRNA ligase,1,1,1,1,53,,,,2895,2895,2895,BKCABM_05830,
group_32,,superoxide dismutase,1,1,1,1,52,,,,621,621,621,BKCABM_04995,
modC,modC,ATP-binding cassette domain-containing protein,1,1,1,1,51,,,,621,621,621,BKCABM_04715,
group_31,,NADP(H)-dependent aldo-keto reductase,1,1,1,1,50,,,,1050,1050,1050,BKCABM_04310,
group_30,,Peptidase M16C associated domain-containing protein,1,1,1,1,49,,,,2940,2940,2940,,GAHHJF_02475
gyrA,gyrA,DNA gyrase subunit A,1,1,1,1,48,,,,2982,2982,2982,BKCABM_04905,
nolG,nolG,Nodulation protein NolG,1,1,1,1,47,,,,3102,3102,3102,,GAHHJF_11175
group_29,,Major facilitator superfamily (MFS) profile domain-containing protein,1,1,1,1,46,,,,204,204,204,BKCABM_10815,
group_28,adeB,Efflux pump membrane transporter,1,1,1,1,45,,,,3105,3105,3105,,GAHHJF_01610
group_27,adeB,Efflux pump membrane transporter,1,1,1,1,44,,,,3105,3105,3105,BKCABM_05240,
recA,recA,recombinase RecA,1,1,1,1,43,,,,1053,1053,1053,,GAHHJF_02320
dedA,dedA,DedA family protein,1,1,1,1,42,,,,624,624,624,BKCABM_05655,
group_26,,HTH merR-type domain-containing protein,1,1,1,1,41,,,,207,207,207,BKCABM_11430,
group_25,,hypothetical protein,1,1,1,1,40,,,,627,627,627,,GAHHJF_11200
rluD,rluD,23S rRNA pseudouridine(1911/1915/1917) synthase RluD,1,1,1,1,39,,,,1053,1053,1053,BKCABM_05545,
group_24,,NAD-dependent epimerase/dehydratase domain-containing protein,1,1,1,1,38,,,,1056,1056,1056,,GAHHJF_10860
adeB,adeB,Efflux pump membrane transporter,1,1,1,1,37,,,,3177,3177,3177,BKCABM_05795,
group_23,,Choloylglycine hydrolase/NAAA C-terminal domain-containing protein,1,1,1,1,36,,,,1056,1056,1056,,GAHHJF_01425
yitT,yitT,YitT family protein,1,1,1,1,35,,,,627,627,627,,GAHHJF_02520
sodA,sodA,Superoxide dismutase,1,1,1,1,34,,,,627,627,627,,GAHHJF_02505
group_22,,GST N-terminal domain-containing protein,1,1,1,1,33,,,,627,627,627,,GAHHJF_01635
carB,carB,carbamoyl-phosphate synthase large subunit,1,1,1,1,32,,,,3234,3234,3234,BKCABM_05350,
group_21,,Acidic transcription factor A,1,1,1,1,31,,,,210,210,210,BKCABM_05680,
tdh,tdh,Threonine dehydrogenase or related Zn-dependent dehydrogenase,1,1,1,1,30,,,,1059,1059,1059,,GAHHJF_01515
group_20,,Superoxide dismutase,1,1,1,1,29,,,,627,627,627,BKCABM_05000,
group_19,,Metal-dependent hydrolase,1,1,1,1,28,,,,627,627,627,BKCABM_04425,
group_18,,Fatty acid metabolism regulator protein,1,1,1,1,27,,,,627,627,627,BKCABM_04205,
smc,smc,chromosome segregation protein SMC,1,1,1,1,26,,,,3450,3450,3450,,GAHHJF_10875
group_17,,DNA (cytosine-5-)-methyltransferase,1,1,1,1,25,,,,1059,1059,1059,BKCABM_11420,
group_16,,SOS-response transcriptional repressors (RecA-mediated autopeptidases),1,1,1,1,24,,,,567,567,567,BKCABM_11180,
mfd,mfd,transcription-repair coupling factor,1,1,1,1,23,,,,3486,3486,3486,,GAHHJF_02275
group_15,dnaE,DNA polymerase III subunit alpha,1,1,1,1,22,,,,3570,3570,3570,BKCABM_11145,
dnaE,dnaE,DNA polymerase III subunit alpha,1,1,1,1,21,,,,3561,3561,3561,,GAHHJF_01880
group_14,,Acetoacetyl-CoA transferase beta subunit,1,1,1,1,20,,,,630,630,630,BKCABM_04240,
group_13,,PH domain-containing protein,1,1,1,1,19,,,,216,216,216,BKCABM_10785,
group_12,,Transglycosylase SLT domain-containing protein,1,1,1,1,18,,,,3666,3666,3666,BKCABM_11240,
group_11,,Glutaminase-asparaginase,1,1,1,1,17,,,,1068,1068,1068,,GAHHJF_01875
group_10,,hypothetical protein,1,1,1,1,16,,,,219,219,219,BKCABM_04635,
group_9,,Methionine ABC transporter ATP-binding protein,1,1,1,1,15,,,,1068,1068,1068,,GAHHJF_01775
group_8,,UDP-3-O-acylglucosamine N-acyltransferase,1,1,1,1,14,,,,1068,1068,1068,BKCABM_10665,
group_7,,HTH tetR-type domain-containing protein,1,1,1,1,13,,,,633,633,633,BKCABM_05160,
group_6,,hypothetical protein,1,1,1,1,12,,,,222,222,222,BKCABM_11315,
ruvC,ruvC,crossover junction endodeoxyribonuclease RuvC,1,1,1,1,11,,,,636,636,636,,GAHHJF_01475
group_5,,Lipoprotein,1,1,1,1,10,,,,225,225,225,BKCABM_04960,
lpxD,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,1,1,1,1,9,,,,1071,1071,1071,,GAHHJF_02350
group_4,,histidine kinase,1,1,1,1,8,,,,4290,4290,4290,,GAHHJF_11140
group_3,,hypothetical protein,1,1,1,1,7,,,,228,228,228,,GAHHJF_04530
group_2,,Transcriptional regulator,1,1,1,1,6,,,,228,228,228,,GAHHJF_01405
group_1,alr,alanine racemase,1,1,1,1,5,,,,1071,1071,1071,BKCABM_11030,
coq7,coq7,2-polyprenyl-3-methyl-6-methoxy-14-benzoquinone monooxygenase,1,1,1,1,4,,,,636,636,636,BKCABM_10835,
hemE,hemE,uroporphyrinogen decarboxylase,1,1,1,1,3,,,,1071,1071,1071,BKCABM_05125,
group_0,,DUF490 domain-containing protein,1,1,1,1,2,,,,4518,4518,4518,BKCABM_10820,
alr,alr,alanine racemase,1,1,1,1,1,,,,1074,1074,1074,,GAHHJF_04565
